Folder,EventName,InternalEventName,EventDate,TicketType,Quantity,ItemPrice,Price
0 - Features,The Farewell,The Farewell,"Aug 28, 2019 5:00:00 PM",Comp,2,0,0
0 - Features,The Farewell,The Farewell,"Aug 28, 2019 5:00:00 PM",Senior Citizen,7,8,56
0 - Features,The Farewell,The Farewell,"Aug 28, 2019 5:00:00 PM",Student,5,8,40
0 - Features,The Farewell,The Farewell,"Aug 29, 2019 5:00:00 PM",Adult,9,8.75,78.75
0 - Features,The Farewell,The Farewell,"Aug 29, 2019 5:00:00 PM",Senior Citizen,1,8,8
0 - Features,The Farewell,The Farewell,"Aug 29, 2019 5:00:00 PM",Student,2,8,16
0 - Features,The Favourite,The Favourite,"Feb 2, 2019 7:00:00 PM",Adult,78,10,780
0 - Features,The Favourite,The Favourite,"Feb 2, 2019 7:00:00 PM",Member,3,0,0
0 - Features,The Favourite,The Favourite,"Feb 2, 2019 7:00:00 PM",Senior Citizen,30,8.25,247.50
0 - Features,The Favourite,The Favourite,"Feb 2, 2019 7:00:00 PM",Student,25,8.50,212.50
0 - Features,The Favourite,The Favourite,"Feb 3, 2019 2:30:00 PM",Adult,30,8.75,262.50
0 - Features,The Favourite,The Favourite,"Feb 3, 2019 2:30:00 PM",Comp,4,0,0
0 - Features,The Favourite,The Favourite,"Feb 3, 2019 2:30:00 PM",Senior Citizen,28,8,224
0 - Features,The Favourite,The Favourite,"Feb 3, 2019 2:30:00 PM",Student,12,8,96
0 - Features,The Favourite,The Favourite,"Feb 4, 2019 4:30:00 PM",Adult,10,8.75,87.50
0 - Features,The Favourite,The Favourite,"Feb 4, 2019 4:30:00 PM",Senior Citizen,23,8,184
0 - Features,The Favourite,The Favourite,"Feb 4, 2019 4:30:00 PM",Student,4,8,32
0 - Features,The Favourite,The Favourite,"Feb 6, 2019 7:30:00 PM",Adult,26,10,260
0 - Features,The Favourite,The Favourite,"Feb 6, 2019 7:30:00 PM",Comp,1,0,0
0 - Features,The Favourite,The Favourite,"Feb 6, 2019 7:30:00 PM",Senior Citizen,13,8.25,107.25
0 - Features,The Favourite,The Favourite,"Feb 6, 2019 7:30:00 PM",Student,18,8.50,153
0 - Features,The Favourite,The Favourite,"Feb 7, 2019 4:30:00 PM",Adult,9,8.75,78.75
0 - Features,The Favourite,The Favourite,"Feb 7, 2019 4:30:00 PM",Senior Citizen,16,8,128
0 - Features,The Favourite,The Favourite,"Feb 7, 2019 4:30:00 PM",Student,4,8,32
0 - Features,The Favourite,The Favourite,"Feb 8, 2019 4:00:00 PM",Adult,6,8.75,52.50
0 - Features,The Favourite,The Favourite,"Feb 8, 2019 4:00:00 PM",Senior Citizen,1,8,8
0 - Features,The Favourite,The Favourite,"Feb 8, 2019 4:00:00 PM",Student,2,8,16
0 - Features,The Favourite,The Favourite,"Feb 9, 2019 7:00:00 PM",Adult,59,10,590
0 - Features,The Favourite,The Favourite,"Feb 9, 2019 7:00:00 PM",Child,1,6.75,6.75
0 - Features,The Favourite,The Favourite,"Feb 9, 2019 7:00:00 PM",Senior Citizen,26,8.25,214.50
0 - Features,The Favourite,The Favourite,"Feb 9, 2019 7:00:00 PM",Student,13,8.50,110.50
0 - Features,The Favourite,The Favourite,"Feb 9, 2019 7:00:00 PM",Supporter Admission,1,5,5
0 - Features,The Favourite,The Favourite,"Feb 10, 2019 5:00:00 PM",Adult,20,8.75,175
0 - Features,The Favourite,The Favourite,"Feb 10, 2019 5:00:00 PM",Member,2,0,0
0 - Features,The Favourite,The Favourite,"Feb 10, 2019 5:00:00 PM",Senior Citizen,9,8,72
0 - Features,The Favourite,The Favourite,"Feb 10, 2019 5:00:00 PM",Student,13,8,104
0 - Features,The Favourite,The Favourite,"Feb 12, 2019 4:00:00 PM",Adult,11,8.75,96.25
0 - Features,The Favourite,The Favourite,"Feb 12, 2019 4:00:00 PM",Comp,1,0,0
0 - Features,The Favourite,The Favourite,"Feb 12, 2019 4:00:00 PM",Member,1,0,0
0 - Features,The Favourite,The Favourite,"Feb 12, 2019 4:00:00 PM",Senior Citizen,11,8,88
0 - Features,The Favourite,The Favourite,"Feb 12, 2019 4:00:00 PM",Student,4,8,32
0 - Features,The Favourite,The Favourite,"Mar 2, 2019 5:00:00 PM",Adult,43,8.75,376.25
0 - Features,The Favourite,The Favourite,"Mar 2, 2019 5:00:00 PM",Comp,6,0,0
0 - Features,The Favourite,The Favourite,"Mar 2, 2019 5:00:00 PM",Senior Citizen,36,8,288
0 - Features,The Favourite,The Favourite,"Mar 2, 2019 5:00:00 PM",Student,14,8,112
0 - Features,The Favourite,The Favourite,"Mar 3, 2019 1:00:00 PM",Adult,25,8.75,218.75
0 - Features,The Favourite,The Favourite,"Mar 3, 2019 1:00:00 PM",Senior Citizen,13,8,104
0 - Features,The Favourite,The Favourite,"Mar 3, 2019 1:00:00 PM",Student,6,8,48
0 - Features,The Favourite,The Favourite,"Mar 4, 2019 7:30:00 PM",Adult,12,10,120
0 - Features,The Favourite,The Favourite,"Mar 4, 2019 7:30:00 PM",Member,1,0,0
0 - Features,The Favourite,The Favourite,"Mar 4, 2019 7:30:00 PM",Senior Citizen,9,8.25,74.25
0 - Features,The Favourite,The Favourite,"Mar 4, 2019 7:30:00 PM",Student,8,8.50,68
0 - Features,The Favourite,The Favourite,"Mar 7, 2019 7:30:00 PM",Adult,17,10,170
0 - Features,The Favourite,The Favourite,"Mar 7, 2019 7:30:00 PM",Comp,4,0,0
0 - Features,The Favourite,The Favourite,"Mar 7, 2019 7:30:00 PM",Member,1,0,0
0 - Features,The Favourite,The Favourite,"Mar 7, 2019 7:30:00 PM",Senior Citizen,6,8.25,49.50
0 - Features,The Favourite,The Favourite,"Mar 7, 2019 7:30:00 PM",Student,9,8.50,76.50
0 - Features,The Florida Project,Deleted - 146119,"Nov 10, 2017 4:30:00 PM",Adult,8,8.25,66
0 - Features,The Florida Project,Deleted - 146119,"Nov 10, 2017 4:30:00 PM",Member,1,0,0
0 - Features,The Florida Project,Deleted - 146119,"Nov 10, 2017 4:30:00 PM",Senior Citizen,7,7.50,52.50
0 - Features,The Florida Project,Deleted - 146119,"Nov 10, 2017 4:30:00 PM",Student,1,7.50,7.50
0 - Features,The Florida Project,Deleted - 146120,"Nov 11, 2017 4:30:00 PM",Adult,17,8.25,140.25
0 - Features,The Florida Project,Deleted - 146120,"Nov 11, 2017 4:30:00 PM",Senior Citizen,6,7.50,45
0 - Features,The Florida Project,Deleted - 146120,"Nov 11, 2017 4:30:00 PM",Student,2,7.50,15
0 - Features,The Florida Project,Deleted - 146121,"Nov 12, 2017 4:30:00 PM",Adult,20,8.25,165
0 - Features,The Florida Project,Deleted - 146121,"Nov 12, 2017 4:30:00 PM",Senior Citizen,11,7.50,82.50
0 - Features,The Florida Project,Deleted - 146121,"Nov 12, 2017 4:30:00 PM",Student,3,7.50,22.50
0 - Features,The Florida Project,Deleted - 146122,"Nov 13, 2017 4:30:00 PM",Adult,10,8.25,82.50
0 - Features,The Florida Project,Deleted - 146122,"Nov 13, 2017 4:30:00 PM",Senior Citizen,14,7.50,105
0 - Features,The Florida Project,Deleted - 146122,"Nov 13, 2017 4:30:00 PM",Student,7,7.50,52.50
0 - Features,The Florida Project,Deleted - 146123,"Nov 15, 2017 4:30:00 PM",Adult,1,8.25,8.25
0 - Features,The Florida Project,Deleted - 146123,"Nov 15, 2017 4:30:00 PM",Senior Citizen,2,7.50,15
0 - Features,The Florida Project,Deleted - 146123,"Nov 15, 2017 4:30:00 PM",Student,4,7.50,30
0 - Features,The Florida Project,Deleted - 146124,"Nov 16, 2017 4:30:00 PM",Adult,1,8.25,8.25
0 - Features,The Florida Project,Deleted - 146124,"Nov 16, 2017 4:30:00 PM",Member,1,0,0
0 - Features,The Florida Project,Deleted - 146124,"Nov 16, 2017 4:30:00 PM",Senior Citizen,4,7.50,30
0 - Features,The Florida Project,Deleted - 146125,"Nov 10, 2017 7:15:00 PM",Adult,33,9.75,321.75
0 - Features,The Florida Project,Deleted - 146125,"Nov 10, 2017 7:15:00 PM",Senior Citizen,8,8,64
0 - Features,The Florida Project,Deleted - 146125,"Nov 10, 2017 7:15:00 PM",Student,4,8.25,33
0 - Features,The Florida Project,Deleted - 146126,"Nov 11, 2017 7:15:00 PM",Adult,30,9.75,292.50
0 - Features,The Florida Project,Deleted - 146126,"Nov 11, 2017 7:15:00 PM",Senior Citizen,17,8,136
0 - Features,The Florida Project,Deleted - 146126,"Nov 11, 2017 7:15:00 PM",Student,8,8.25,66
0 - Features,The Florida Project,Deleted - 146127,"Nov 12, 2017 7:15:00 PM",Adult,15,9.75,146.25
0 - Features,The Florida Project,Deleted - 146127,"Nov 12, 2017 7:15:00 PM",Comp,1,0,0
0 - Features,The Florida Project,Deleted - 146127,"Nov 12, 2017 7:15:00 PM",Member,1,0,0
0 - Features,The Florida Project,Deleted - 146127,"Nov 12, 2017 7:15:00 PM",Senior Citizen,1,8,8
0 - Features,The Florida Project,Deleted - 146127,"Nov 12, 2017 7:15:00 PM",Student,5,8.25,41.25
0 - Features,The Florida Project,Deleted - 146128,"Nov 15, 2017 7:15:00 PM",Adult,21,9.75,204.75
0 - Features,The Florida Project,Deleted - 146128,"Nov 15, 2017 7:15:00 PM",Senior Citizen,8,8,64
0 - Features,The Florida Project,Deleted - 146128,"Nov 15, 2017 7:15:00 PM",Student,2,8.25,16.50
0 - Features,The Florida Project,Deleted - 146129,"Nov 16, 2017 7:15:00 PM",Adult,12,9.75,117
0 - Features,The Florida Project,Deleted - 146129,"Nov 16, 2017 7:15:00 PM",Senior Citizen,2,8,16
0 - Features,The Florida Project,Deleted - 146129,"Nov 16, 2017 7:15:00 PM",Student,1,8.25,8.25
0 - Features,The Florida Project,Deleted - 146130,"Nov 10, 2017 10:00:00 PM",Adult,2,9.75,19.50
0 - Features,The Florida Project,Deleted - 146130,"Nov 10, 2017 10:00:00 PM",Child,1,6.50,6.50
0 - Features,The Florida Project,Deleted - 146130,"Nov 10, 2017 10:00:00 PM",Student,8,8.25,66
0 - Features,The Florida Project,Deleted - 146131,"Nov 11, 2017 10:00:00 PM",Adult,8,9.75,78
0 - Features,The Florida Project,Deleted - 146131,"Nov 11, 2017 10:00:00 PM",Student,5,8.25,41.25
0 - Features,The Florida Project,Deleted - 146132,"Nov 16, 2017 10:00:00 PM",Adult,5,9.75,48.75
0 - Features,The Florida Project,Deleted - 146132,"Nov 16, 2017 10:00:00 PM",Student,3,8.25,24.75
0 - Features,The Florida Project,Deleted - 146133,"Nov 11, 2017 1:45:00 PM",Adult,19,8.25,156.75
0 - Features,The Florida Project,Deleted - 146133,"Nov 11, 2017 1:45:00 PM",Senior Citizen,11,7.50,82.50
0 - Features,The Florida Project,Deleted - 146133,"Nov 11, 2017 1:45:00 PM",Student,2,7.50,15
0 - Features,The Florida Project,Deleted - 146134,"Nov 12, 2017 1:45:00 PM",Adult,6,8.25,49.50
0 - Features,The Florida Project,Deleted - 146134,"Nov 12, 2017 1:45:00 PM",Member,1,0,0
0 - Features,The Florida Project,Deleted - 146134,"Nov 12, 2017 1:45:00 PM",Senior Citizen,6,7.50,45
0 - Features,The Florida Project,Deleted - 146134,"Nov 12, 2017 1:45:00 PM",Supporter Admission,1,5,5
0 - Features,The Florida Project,Deleted - 146135,"Nov 15, 2017 1:45:00 PM",Member,1,0,0
0 - Features,The Florida Project,Deleted - 146135,"Nov 15, 2017 1:45:00 PM",Senior Citizen,4,7.50,30
0 - Features,The Florida Project,Deleted - 146135,"Nov 15, 2017 1:45:00 PM",Student,1,7.50,7.50
0 - Features,The Florida Project,Deleted - 146136,"Nov 14, 2017 4:00:00 PM",Adult,4,8.25,33
0 - Features,The Florida Project,Deleted - 146136,"Nov 14, 2017 4:00:00 PM",Senior Citizen,2,7.50,15
0 - Features,The Florida Project,Deleted - 147209,"Nov 17, 2017 7:00:00 PM",Adult,20,9.75,195
0 - Features,The Florida Project,Deleted - 147209,"Nov 17, 2017 7:00:00 PM",Member,2,0,0
0 - Features,The Florida Project,Deleted - 147209,"Nov 17, 2017 7:00:00 PM",Senior Citizen,9,8,72
0 - Features,The Florida Project,Deleted - 147209,"Nov 17, 2017 7:00:00 PM",Student,7,8.25,57.75
0 - Features,The Florida Project,Deleted - 147210,"Nov 18, 2017 7:00:00 PM",Adult,43,9.75,419.25
0 - Features,The Florida Project,Deleted - 147210,"Nov 18, 2017 7:00:00 PM",Comp,2,0,0
0 - Features,The Florida Project,Deleted - 147210,"Nov 18, 2017 7:00:00 PM",Member,3,0,0
0 - Features,The Florida Project,Deleted - 147210,"Nov 18, 2017 7:00:00 PM",Senior Citizen,33,8,264
0 - Features,The Florida Project,Deleted - 147210,"Nov 18, 2017 7:00:00 PM",Student,3,8.25,24.75
0 - Features,The Florida Project,Deleted - 147211,"Nov 22, 2017 7:00:00 PM",Adult,19,9.75,185.25
0 - Features,The Florida Project,Deleted - 147211,"Nov 22, 2017 7:00:00 PM",Senior Citizen,7,8,56
0 - Features,The Florida Project,Deleted - 147211,"Nov 22, 2017 7:00:00 PM",Student,3,8.25,24.75
0 - Features,The Florida Project,Deleted - 147212,"Nov 23, 2017 7:00:00 PM",Adult,12,9.75,117
0 - Features,The Florida Project,Deleted - 147212,"Nov 23, 2017 7:00:00 PM",Senior Citizen,8,8,64
0 - Features,The Florida Project,Deleted - 147212,"Nov 23, 2017 7:00:00 PM",Student,2,8.25,16.50
0 - Features,The Florida Project,Deleted - 147213,"Nov 17, 2017 9:30:00 PM",Adult,7,9.75,68.25
0 - Features,The Florida Project,Deleted - 147213,"Nov 17, 2017 9:30:00 PM",Student,11,8.25,90.75
0 - Features,The Florida Project,Deleted - 147214,"Nov 18, 2017 9:30:00 PM",Adult,6,9.75,58.50
0 - Features,The Florida Project,Deleted - 147214,"Nov 18, 2017 9:30:00 PM",Student,4,8.25,33
0 - Features,The Florida Project,Deleted - 147215,"Nov 22, 2017 9:30:00 PM",Adult,8,9.75,78
0 - Features,The Florida Project,Deleted - 147215,"Nov 22, 2017 9:30:00 PM",Senior Citizen,1,8,8
0 - Features,The Florida Project,Deleted - 147216,"Nov 23, 2017 9:30:00 PM",Adult,2,9.75,19.50
0 - Features,The Florida Project,Deleted - 147216,"Nov 23, 2017 9:30:00 PM",Student,4,8.25,33
0 - Features,The Florida Project,Deleted - 147217,"Nov 19, 2017 7:30:00 PM",Adult,16,9.75,156
0 - Features,The Florida Project,Deleted - 147217,"Nov 19, 2017 7:30:00 PM",Senior Citizen,8,8,64
0 - Features,The Florida Project,Deleted - 147217,"Nov 19, 2017 7:30:00 PM",Student,4,8.25,33
0 - Features,The Florida Project,Deleted - 147218,"Nov 20, 2017 7:30:00 PM",Adult,17,9.75,165.75
0 - Features,The Florida Project,Deleted - 147218,"Nov 20, 2017 7:30:00 PM",Member,2,0,0
0 - Features,The Florida Project,Deleted - 147218,"Nov 20, 2017 7:30:00 PM",Senior Citizen,18,8,144
0 - Features,The Florida Project,Deleted - 147218,"Nov 20, 2017 7:30:00 PM",Student,4,8.25,33
0 - Features,The Florida Project,Deleted - 147219,"Nov 21, 2017 7:30:00 PM",Adult,17,9.75,165.75
0 - Features,The Florida Project,Deleted - 147219,"Nov 21, 2017 7:30:00 PM",Member,2,0,0
0 - Features,The Florida Project,Deleted - 147219,"Nov 21, 2017 7:30:00 PM",Senior Citizen,4,8,32
0 - Features,The Florida Project,Deleted - 147219,"Nov 21, 2017 7:30:00 PM",Student,6,8.25,49.50
0 - Features,The Florida Project,Deleted - 147220,"Nov 19, 2017 5:00:00 PM",Adult,6,8.25,49.50
0 - Features,The Florida Project,Deleted - 147220,"Nov 19, 2017 5:00:00 PM",Member,4,0,0
0 - Features,The Florida Project,Deleted - 147220,"Nov 19, 2017 5:00:00 PM",Senior Citizen,27,7.50,202.50
0 - Features,The Florida Project,Deleted - 147220,"Nov 19, 2017 5:00:00 PM",Student,1,7.50,7.50
0 - Features,The Gospel According to André,The Gospel According to André,"Sep 7, 2018 5:00:00 PM",Adult,1,8.75,8.75
0 - Features,The Gospel According to André,The Gospel According to André,"Sep 7, 2018 5:00:00 PM",Senior Citizen,3,8,24
0 - Features,The Gospel According to André,The Gospel According to André,"Sep 9, 2018 5:00:00 PM",Adult,8,8.75,70
0 - Features,The Gospel According to André,The Gospel According to André,"Sep 9, 2018 5:00:00 PM",Member,1,0,0
0 - Features,The Gospel According to André,The Gospel According to André,"Sep 9, 2018 5:00:00 PM",Senior Citizen,4,8,32
0 - Features,The Gospel According to André,The Gospel According to André,"Sep 9, 2018 5:00:00 PM",Student,6,8,48
0 - Features,The Gospel According to André,The Gospel According to André,"Sep 12, 2018 7:30:00 PM",Adult,6,10,60
0 - Features,The Gospel According to André,The Gospel According to André,"Sep 12, 2018 7:30:00 PM",Member,1,0,0
0 - Features,The Gospel According to André,The Gospel According to André,"Sep 12, 2018 7:30:00 PM",Senior Citizen,1,8.25,8.25
0 - Features,The Guilty,The Guilty,"Nov 9, 2018 7:30:00 PM",Adult,21,10,210
0 - Features,The Guilty,The Guilty,"Nov 9, 2018 7:30:00 PM",Senior Citizen,8,8.25,66
0 - Features,The Guilty,The Guilty,"Nov 9, 2018 7:30:00 PM",Student,3,8.50,25.50
0 - Features,The Guilty,The Guilty,"Nov 10, 2018 7:30:00 PM",Adult,23,10,230
0 - Features,The Guilty,The Guilty,"Nov 10, 2018 7:30:00 PM",Comp,3,0,0
0 - Features,The Guilty,The Guilty,"Nov 10, 2018 7:30:00 PM",Member,2,0,0
0 - Features,The Guilty,The Guilty,"Nov 10, 2018 7:30:00 PM",Senior Citizen,13,8.25,107.25
0 - Features,The Guilty,The Guilty,"Nov 10, 2018 7:30:00 PM",Student,8,8.50,68
0 - Features,The Guilty,The Guilty,"Nov 11, 2018 2:30:00 PM",Adult,19,8.75,166.25
0 - Features,The Guilty,The Guilty,"Nov 11, 2018 2:30:00 PM",Senior Citizen,8,8,64
0 - Features,The Guilty,The Guilty,"Nov 11, 2018 2:30:00 PM",Student,4,8,32
0 - Features,The Guilty,The Guilty,"Nov 15, 2018 5:00:00 PM",Adult,10,8.75,87.50
0 - Features,The Guilty,The Guilty,"Nov 15, 2018 5:00:00 PM",Comp,2,0,0
0 - Features,The Guilty,The Guilty,"Nov 15, 2018 5:00:00 PM",Member,2,0,0
0 - Features,The Guilty,The Guilty,"Nov 15, 2018 5:00:00 PM",Senior Citizen,15,8,120
0 - Features,The Guilty,The Guilty,"Nov 15, 2018 5:00:00 PM",Student,2,8,16
0 - Features,The Handmaiden,The Handmaiden,"Dec 13, 2016 7:00:00 PM",Adult,12,9.75,117
0 - Features,The Handmaiden,The Handmaiden,"Dec 13, 2016 7:00:00 PM",Senior Citizen,7,8,56
0 - Features,The Handmaiden,The Handmaiden,"Dec 13, 2016 7:00:00 PM",Student,8,8.25,66
0 - Features,The Handmaiden,The Handmaiden,"Dec 14, 2016 7:00:00 PM",Adult,15,9.75,146.25
0 - Features,The Handmaiden,The Handmaiden,"Dec 14, 2016 7:00:00 PM",Member,2,0,0
0 - Features,The Handmaiden,The Handmaiden,"Dec 14, 2016 7:00:00 PM",Senior Citizen,19,8,152
0 - Features,The Handmaiden,The Handmaiden,"Dec 14, 2016 7:00:00 PM",Student,7,8.25,57.75
0 - Features,The Handmaiden,The Handmaiden,"Dec 14, 2016 10:00:00 PM",Adult,10,9.75,97.50
0 - Features,The Handmaiden,The Handmaiden,"Dec 14, 2016 10:00:00 PM",Senior Citizen,1,8,8
0 - Features,The Handmaiden,The Handmaiden,"Dec 14, 2016 10:00:00 PM",Student,6,8.25,49.50
0 - Features,The Heiresses,The Heiresses,"Mar 22, 2019 7:30:00 PM",Adult,8,10,80
0 - Features,The Heiresses,The Heiresses,"Mar 22, 2019 7:30:00 PM",Senior Citizen,4,8.25,33
0 - Features,The Heiresses,The Heiresses,"Mar 22, 2019 7:30:00 PM",Student,2,8.50,17
0 - Features,The Heiresses,The Heiresses,"Mar 23, 2019 7:30:00 PM",Adult,8,10,80
0 - Features,The Heiresses,The Heiresses,"Mar 23, 2019 7:30:00 PM",Senior Citizen,11,8.25,90.75
0 - Features,The Heiresses,The Heiresses,"Mar 24, 2019 5:00:00 PM",Adult,4,8.75,35
0 - Features,The Heiresses,The Heiresses,"Mar 24, 2019 5:00:00 PM",Senior Citizen,4,8,32
0 - Features,The Heiresses,The Heiresses,"Mar 24, 2019 5:00:00 PM",Student,1,8,8
0 - Features,The Heiresses,The Heiresses,"Mar 26, 2019 5:00:00 PM",Adult,2,8.75,17.50
0 - Features,The Heiresses,The Heiresses,"Mar 26, 2019 5:00:00 PM",Member,2,0,0
0 - Features,The Heiresses,The Heiresses,"Mar 27, 2019 5:00:00 PM",Adult,1,8.75,8.75
0 - Features,The Hero,The Hero,"Aug 4, 2017 4:30:00 PM",Adult,3,8.25,24.75
0 - Features,The Hero,The Hero,"Aug 4, 2017 4:30:00 PM",Senior Citizen,10,7.50,75
0 - Features,The Hero,The Hero,"Aug 4, 2017 4:30:00 PM",Student,2,7.50,15
0 - Features,The Hero,The Hero,"Aug 5, 2017 4:30:00 PM",Adult,11,8.25,90.75
0 - Features,The Hero,The Hero,"Aug 5, 2017 4:30:00 PM",Senior Citizen,15,7.50,112.50
0 - Features,The Hero,The Hero,"Aug 5, 2017 4:30:00 PM",Student,1,7.50,7.50
0 - Features,The Hero,The Hero,"Aug 6, 2017 2:00:00 PM",Adult,22,8.25,181.50
0 - Features,The Hero,The Hero,"Aug 6, 2017 2:00:00 PM",Senior Citizen,18,7.50,135
0 - Features,The Hero,The Hero,"Aug 6, 2017 2:00:00 PM",Student,7,7.50,52.50
0 - Features,The Hero,The Hero,"Aug 10, 2017 4:30:00 PM",Adult,19,8.25,156.75
0 - Features,The Hero,The Hero,"Aug 10, 2017 4:30:00 PM",Senior Citizen,13,7.50,97.50
0 - Features,The Hero,The Hero,"Aug 10, 2017 4:30:00 PM",Student,2,7.50,15
0 - Features,The Innocents,The Innocents,"Aug 12, 2016 5:00:00 PM",Adult,8,8.25,66
0 - Features,The Innocents,The Innocents,"Aug 12, 2016 5:00:00 PM",Senior Citizen,15,7.50,112.50
0 - Features,The Innocents,The Innocents,"Aug 12, 2016 5:00:00 PM",Student,1,7.50,7.50
0 - Features,The Innocents,The Innocents,"Aug 13, 2016 2:30:00 PM",Adult,16,8.25,132
0 - Features,The Innocents,The Innocents,"Aug 13, 2016 2:30:00 PM",Senior Citizen,17,7.50,127.50
0 - Features,The Innocents,The Innocents,"Aug 13, 2016 5:00:00 PM",Adult,9,8.25,74.25
0 - Features,The Innocents,The Innocents,"Aug 13, 2016 5:00:00 PM",Senior Citizen,15,7.50,112.50
0 - Features,The Innocents,The Innocents,"Aug 13, 2016 5:00:00 PM",Student,3,7.50,22.50
0 - Features,The Innocents,The Innocents,"Aug 14, 2016 2:30:00 PM",Adult,8,8.25,66
0 - Features,The Innocents,The Innocents,"Aug 14, 2016 2:30:00 PM",Senior Citizen,27,7.50,202.50
0 - Features,The Innocents,The Innocents,"Aug 14, 2016 2:30:00 PM",Student,2,7.50,15
0 - Features,The Innocents,The Innocents,"Aug 14, 2016 5:00:00 PM",Adult,19,8.25,156.75
0 - Features,The Innocents,The Innocents,"Aug 14, 2016 5:00:00 PM",Senior Citizen,15,7.50,112.50
0 - Features,The Innocents,The Innocents,"Aug 14, 2016 5:00:00 PM",Student,2,7.50,15
0 - Features,The Innocents,The Innocents,"Aug 15, 2016 5:30:00 PM",Adult,9,8.25,74.25
0 - Features,The Innocents,The Innocents,"Aug 15, 2016 5:30:00 PM",Senior Citizen,6,7.50,45
0 - Features,The Innocents,The Innocents,"Aug 15, 2016 5:30:00 PM",Student,5,7.50,37.50
0 - Features,The Innocents,The Innocents,"Aug 16, 2016 5:30:00 PM",Adult,5,8.25,41.25
0 - Features,The Innocents,The Innocents,"Aug 16, 2016 5:30:00 PM",Senior Citizen,21,7.50,157.50
0 - Features,The Innocents,The Innocents,"Aug 17, 2016 5:00:00 PM",Adult,9,8.25,74.25
0 - Features,The Innocents,The Innocents,"Aug 17, 2016 5:00:00 PM",Child,1,6.50,6.50
0 - Features,The Innocents,The Innocents,"Aug 17, 2016 5:00:00 PM",Senior Citizen,6,7.50,45
0 - Features,The Innocents,The Innocents,"Aug 17, 2016 5:00:00 PM",Student,1,7.50,7.50
0 - Features,The Innocents,The Innocents,"Aug 18, 2016 5:00:00 PM",Adult,10,8.25,82.50
0 - Features,The Innocents,The Innocents,"Aug 18, 2016 5:00:00 PM",Senior Citizen,15,7.50,112.50
0 - Features,The Innocents,The Innocents,"Aug 18, 2016 5:00:00 PM",Student,4,7.50,30
0 - Features,The Insult,The Insult,"Mar 30, 2018 5:00:00 PM",Adult,2,8.75,17.50
0 - Features,The Insult,The Insult,"Mar 30, 2018 5:00:00 PM",Senior Citizen,7,8,56
0 - Features,The Insult,The Insult,"Mar 30, 2018 5:00:00 PM",Student,5,8,40
0 - Features,The Insult,The Insult,"Mar 30, 2018 7:30:00 PM",Adult,9,10,90
0 - Features,The Insult,The Insult,"Mar 30, 2018 7:30:00 PM",Senior Citizen,5,8.25,41.25
0 - Features,The Insult,The Insult,"Mar 30, 2018 7:30:00 PM",Student,6,8.50,51
0 - Features,The Insult,The Insult,"Mar 31, 2018 2:30:00 PM",Adult,1,8.75,8.75
0 - Features,The Insult,The Insult,"Mar 31, 2018 2:30:00 PM",Senior Citizen,10,8,80
0 - Features,The Insult,The Insult,"Mar 31, 2018 5:00:00 PM",Adult,7,8.75,61.25
0 - Features,The Insult,The Insult,"Mar 31, 2018 5:00:00 PM",Senior Citizen,3,8,24
0 - Features,The Insult,The Insult,"Mar 31, 2018 5:00:00 PM",Student,7,8,56
0 - Features,The Insult,The Insult,"Mar 31, 2018 7:30:00 PM",Adult,14,10,140
0 - Features,The Insult,The Insult,"Mar 31, 2018 7:30:00 PM",Senior Citizen,5,8.25,41.25
0 - Features,The Insult,The Insult,"Mar 31, 2018 7:30:00 PM",Student,7,8.50,59.50
0 - Features,The Insult,The Insult,"Apr 1, 2018 5:00:00 PM",Adult,2,8.75,17.50
0 - Features,The Insult,The Insult,"Apr 1, 2018 5:00:00 PM",Member,1,0,0
0 - Features,The Insult,The Insult,"Apr 1, 2018 5:00:00 PM",Senior Citizen,1,8,8
0 - Features,The Insult,The Insult,"Apr 1, 2018 5:00:00 PM",Student,2,8,16
0 - Features,The Insult,The Insult,"Apr 1, 2018 7:30:00 PM",Adult,3,10,30
0 - Features,The Insult,The Insult,"Apr 1, 2018 7:30:00 PM",Member,1,0,0
0 - Features,The Insult,The Insult,"Apr 1, 2018 7:30:00 PM",Senior Citizen,4,8.25,33
0 - Features,The Insult,The Insult,"Apr 1, 2018 7:30:00 PM",Student,4,8.50,34
0 - Features,The Insult,The Insult,"Apr 2, 2018 5:00:00 PM",Adult,1,8.75,8.75
0 - Features,The Insult,The Insult,"Apr 2, 2018 5:00:00 PM",Member,1,0,0
0 - Features,The Insult,The Insult,"Apr 3, 2018 7:30:00 PM",Adult,13,10,130
0 - Features,The Insult,The Insult,"Apr 3, 2018 7:30:00 PM",Senior Citizen,11,8.25,90.75
0 - Features,The Insult,The Insult,"Apr 3, 2018 7:30:00 PM",Student,2,8.50,17
0 - Features,The Insult,The Insult,"Apr 4, 2018 5:00:00 PM",Adult,4,8.75,35
0 - Features,The Insult,The Insult,"Apr 4, 2018 5:00:00 PM",Senior Citizen,7,8,56
0 - Features,The Insult,The Insult,"Apr 4, 2018 5:00:00 PM",Student,1,8,8
0 - Features,The Killing of a Sacred Deer,The Killing of a Sacred Deer,"Nov 24, 2017 10:00:00 PM",Adult,21,9.75,204.75
0 - Features,The Killing of a Sacred Deer,The Killing of a Sacred Deer,"Nov 24, 2017 10:00:00 PM",Member,1,0,0
